FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern
S12000028,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,47.2,Female,Full Time
S12000028,2007-Q1,Ratio,Percentage Of People Employed,59,Female,Full Time
S12000049,2008-Q2,Ratio,Percentage Of People Employed,33.9,Female,Part Time
S12000049,2009-Q2,Ratio,Percentage Of People Employed,31.8,Female,Part Time
S12000042,2009-Q1,95% Lower Confidence Limit,Percentage Of People Employed,35.9,Female,Part Time
S12000038,2013-Q3,Ratio,Percentage Of People Employed,59.2,Female,Full Time
S12000028,2019-Q2,95% Upper Confidence Limit,Percentage Of People Employed,53.1,Female,Part Time
S12000028,2008-Q4,Count,People,11300,Female,Part Time
S12000049,2006-Q3,Ratio,Percentage Of People Employed,33.3,Female,Part Time
S12000028,2015-Q2,95% Lower Confidence Limit,Percentage Of People Employed,43.8,Female,Part Time
S12000038,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,52.6,Female,Full Time
S12000042,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,44.6,Female,Part Time
S12000038,2018-Q2,95% Upper Confidence Limit,Percentage Of People Employed,53.2,Female,Part Time
S12000049,2012-Q4,95% Lower Confidence Limit,Percentage Of People Employed,52.4,Female,Full Time
S12000042,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,35.2,Female,Part Time
S12000049,2012-Q4,Ratio,Percentage Of People Employed,41.1,Female,Part Time
S12000028,2010-Q1,95% Lower Confidence Limit,Percentage Of People Employed,39.4,Female,Part Time
S12000028,2010-Q1,Count,People,10500,Female,Part Time
S12000049,2005-Q3,Ratio,Percentage Of People Employed,35.8,Female,Part Time
S12000028,2005-Q1,Ratio,Percentage Of People Employed,52.5,Female,Full Time
S12000028,2005-Q4,Count,People,10800,Female,Part Time
S12000049,2009-Q3,Ratio,Percentage Of People Employed,35.4,Female,Part Time
S12000038,2010-Q2,Ratio,Percentage Of People Employed,57.3,Female,Full Time
S12000042,2010-Q4,95% Lower Confidence Limit,Percentage Of People Employed,37.6,Female,Part Time
S12000049,2017-Q2,Ratio,Percentage Of People Employed,37.3,Female,Part Time
S12000028,2016-Q2,95% Lower Confidence Limit,Percentage Of People Employed,39.3,Female,Part Time
S12000028,2009-Q1,Count,People,11400,Female,Part Time
S12000028,2007-Q4,Count,People,10700,Female,Part Time
S12000028,2011-Q1,Count,People,10600,Female,Part Time
S12000028,2006-Q4,Count,People,9800,Female,Part Time
S12000049,2006-Q2,95% Lower Confidence Limit,Percentage Of People Employed,60.2,Female,Full Time
S12000042,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,41.7,Female,Part Time
S12000028,2017-Q2,95% Lower Confidence Limit,Percentage Of People Employed,32.9,Female,Part Time
S12000049,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,63.8,Female,Full Time
S12000038,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,56.3,Female,Full Time
S12000028,2011-Q4,Count,People,13400,Female,Full Time
S12000049,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,54.2,Female,Full Time
S12000038,2016-Q2,95% Lower Confidence Limit,Percentage Of People Employed,37.6,Female,Part Time
S12000038,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,56.9,Female,Full Time
S12000028,2012-Q4,Count,People,13600,Female,Full Time
S12000038,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,57.6,Female,Full Time
S12000042,2017-Q2,95% Upper Confidence Limit,Percentage Of People Employed,67.3,Female,Full Time
S12000028,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,42.8,Female,Part Time
S12000049,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,61.6,Female,Full Time
S12000049,2015-Q4,Ratio,Percentage Of People Employed,33.3,Female,Part Time
S12000049,2017-Q3,95% Lower Confidence Limit,Percentage Of People Employed,58.9,Female,Full Time
S12000042,2008-Q2,95% Upper Confidence Limit,Percentage Of People Employed,63.3,Female,Full Time
S12000049,2010-Q2,Ratio,Percentage Of People Employed,38.9,Female,Part Time
S12000028,2017-Q1,Count,People,9900,Female,Part Time
S12000038,2015-Q2,95% Lower Confidence Limit,Percentage Of People Employed,34.2,Female,Part Time
S12000028,2008-Q1,95% Lower Confidence Limit,Percentage Of People Employed,38.2,Female,Part Time
S12000049,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,62.5,Female,Full Time
S12000038,2012-Q3,Ratio,Percentage Of People Employed,59.7,Female,Full Time
S12000049,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,60.3,Female,Full Time
S12000049,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,55.8,Female,Full Time
S12000028,2018-Q3,95% Lower Confidence Limit,Percentage Of People Employed,44.9,Female,Full Time
S12000028,2019-Q1,95% Lower Confidence Limit,Percentage Of People Employed,38.5,Female,Part Time
S12000028,2018-Q1,95% Lower Confidence Limit,Percentage Of People Employed,49.5,Female,Full Time
S12000042,2005-Q4,95% Upper Confidence Limit,Percentage Of People Employed,44.8,Female,Part Time
S12000028,2009-Q1,95% Lower Confidence Limit,Percentage Of People Employed,42.2,Female,Part Time
S12000038,2006-Q3,Ratio,Percentage Of People Employed,61,Female,Full Time
S12000028,2004-Q4,Count,People,11900,Female,Part Time
S12000049,2006-Q2,Ratio,Percentage Of People Employed,35.1,Female,Part Time
S12000028,2018-Q1,Count,People,10900,Female,Part Time
S12000028,2011-Q4,95% Lower Confidence Limit,Percentage Of People Employed,52.5,Female,Full Time
S12000038,2010-Q3,95% Lower Confidence Limit,Percentage Of People Employed,40,Female,Part Time
S12000028,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,47.7,Female,Full Time
S12000038,2007-Q3,Ratio,Percentage Of People Employed,57,Female,Full Time
S12000049,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,62.6,Female,Full Time
S12000038,2006-Q3,95% Lower Confidence Limit,Percentage Of People Employed,34.5,Female,Part Time
S12000038,2016-Q2,Ratio,Percentage Of People Employed,57.2,Female,Full Time
S12000028,2013-Q1,Count,People,9800,Female,Part Time
S12000049,2018-Q3,Count,People,91100,Female,Full Time
S12000049,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,30.7,Female,Part Time
S12000028,2006-Q4,Count,People,14500,Female,Full Time
S12000028,2013-Q1,Ratio,Percentage Of People Employed,42.6,Female,Part Time
S12000042,2012-Q1,95% Upper Confidence Limit,Percentage Of People Employed,55.6,Female,Part Time
S12000049,2012-Q2,95% Lower Confidence Limit,Percentage Of People Employed,35.2,Female,Part Time
S12000028,2013-Q2,Count,People,10100,Female,Part Time
S12000042,2005-Q1,95% Upper Confidence Limit,Percentage Of People Employed,45.4,Female,Part Time
S12000049,2007-Q3,Ratio,Percentage Of People Employed,31.5,Female,Part Time
S12000028,2008-Q2,Count,People,10600,Female,Part Time
S12000028,2007-Q2,Ratio,Percentage Of People Employed,40.3,Female,Part Time
S12000028,2012-Q1,Count,People,9800,Female,Part Time
S12000042,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,28.4,Female,Part Time
S12000042,2013-Q4,95% Lower Confidence Limit,Percentage Of People Employed,40.3,Female,Part Time
S12000028,2007-Q1,Count,People,10100,Female,Part Time
S12000028,2011-Q3,Count,People,13800,Female,Full Time
S12000038,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,39.9,Female,Part Time
S12000028,2015-Q1,Count,People,11200,Female,Part Time
S12000049,2018-Q4,Count,People,90000,Female,Full Time
S12000038,2013-Q1,Ratio,Percentage Of People Employed,40.6,Female,Part Time
S12000028,2016-Q2,Count,People,14000,Female,Full Time
S12000049,2010-Q2,95% Lower Confidence Limit,Percentage Of People Employed,34.4,Female,Part Time
S12000042,2006-Q2,95% Upper Confidence Limit,Percentage Of People Employed,63.8,Female,Full Time
S12000028,2016-Q2,95% Lower Confidence Limit,Percentage Of People Employed,48.8,Female,Full Time
S12000038,2011-Q4,Ratio,Percentage Of People Employed,60.7,Female,Full Time
S12000028,2008-Q3,Count,People,12800,Female,Full Time
S12000042,2005-Q1,95% Lower Confidence Limit,Percentage Of People Employed,36.3,Female,Part Time
S12000049,2017-Q4,95% Lower Confidence Limit,Percentage Of People Employed,30.8,Female,Part Time
S12000028,2011-Q2,Count,People,9800,Female,Part Time
S12000028,2012-Q1,Ratio,Percentage Of People Employed,41.6,Female,Part Time
S12000042,2006-Q1,95% Lower Confidence Limit,Percentage Of People Employed,37.1,Female,Part Time
S12000049,2008-Q3,Ratio,Percentage Of People Employed,34.1,Female,Part Time
S12000028,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,48.3,Female,Full Time
S12000028,2011-Q1,Ratio,Percentage Of People Employed,46.1,Female,Part Time
S12000042,2007-Q2,95% Upper Confidence Limit,Percentage Of People Employed,60.4,Female,Full Time
S12000042,2013-Q1,95% Upper Confidence Limit,Percentage Of People Employed,52,Female,Part Time
S12000028,2006-Q2,Count,People,10300,Female,Part Time
S12000028,2008-Q1,Count,People,10700,Female,Part Time
S12000042,2008-Q3,95% Upper Confidence Limit,Percentage Of People Employed,62.6,Female,Full Time
S12000028,2009-Q4,Count,People,13400,Female,Full Time
S12000049,2015-Q2,Ratio,Percentage Of People Employed,36.7,Female,Part Time
S12000049,2012-Q2,Ratio,Percentage Of People Employed,40.6,Female,Part Time
S12000042,2004-Q4,95% Upper Confidence Limit,Percentage Of People Employed,45.1,Female,Part Time
S12000028,2009-Q4,95% Lower Confidence Limit,Percentage Of People Employed,50.6,Female,Full Time
S12000049,2011-Q2,Ratio,Percentage Of People Employed,38.3,Female,Part Time
S12000028,2005-Q2,Count,People,11500,Female,Part Time
S12000038,2015-Q4,Ratio,Percentage Of People Employed,58,Female,Full Time
S12000042,2006-Q3,Count,People,18000,Female,Full Time
S12000028,2011-Q2,Ratio,Percentage Of People Employed,43.2,Female,Part Time
S12000028,2014-Q1,Count,People,12400,Female,Part Time
S12000038,2008-Q4,Ratio,Percentage Of People Employed,62,Female,Full Time
S12000038,2014-Q4,Ratio,Percentage Of People Employed,54.8,Female,Full Time
S12000028,2015-Q1,Ratio,Percentage Of People Employed,45.2,Female,Part Time
S12000028,2018-Q4,Count,People,12800,Female,Full Time
S12000049,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,59,Female,Full Time
S12000028,2007-Q4,Count,People,14900,Female,Full Time
S12000038,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,33.4,Female,Part Time
S12000049,2008-Q4,95% Lower Confidence Limit,Percentage Of People Employed,28.4,Female,Part Time
S12000042,2015-Q4,95% Lower Confidence Limit,Percentage Of People Employed,32.9,Female,Part Time
S12000038,2007-Q4,Ratio,Percentage Of People Employed,57.1,Female,Full Time
S12000038,2016-Q3,95% Lower Confidence Limit,Percentage Of People Employed,38,Female,Part Time
S12000049,2007-Q2,95% Lower Confidence Limit,Percentage Of People Employed,64.3,Female,Full Time
S12000028,2008-Q4,Count,People,12900,Female,Full Time
S12000049,2014-Q2,Ratio,Percentage Of People Employed,37.7,Female,Part Time
S12000038,2016-Q4,Ratio,Percentage Of People Employed,42.4,Female,Part Time
S12000028,2016-Q3,Count,People,11100,Female,Part Time
S12000049,2006-Q2,95% Lower Confidence Limit,Percentage Of People Employed,30.3,Female,Part Time
S12000028,2017-Q3,Count,People,9400,Female,Part Time
S12000028,2011-Q3,Count,People,9800,Female,Part Time
S12000028,2015-Q3,Count,People,12100,Female,Part Time
S12000042,2010-Q1,95% Upper Confidence Limit,Percentage Of People Employed,43.5,Female,Part Time
S12000038,2010-Q2,Ratio,Percentage Of People Employed,42.7,Female,Part Time
S12000028,2010-Q3,Count,People,10400,Female,Part Time
S12000049,2007-Q3,95% Upper Confidence Limit,Percentage Of People Employed,35.9,Female,Part Time
S12000049,2015-Q3,95% Upper Confidence Limit,Percentage Of People Employed,40.4,Female,Part Time
S12000038,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,52.2,Female,Full Time
S12000028,2017-Q3,Ratio,Percentage Of People Employed,62.4,Female,Full Time
S12000038,2012-Q2,Ratio,Percentage Of People Employed,42,Female,Part Time
S12000042,2005-Q2,95% Upper Confidence Limit,Percentage Of People Employed,63.5,Female,Full Time
S12000028,2017-Q2,95% Lower Confidence Limit,Percentage Of People Employed,55.1,Female,Full Time
S12000028,2013-Q3,Count,People,12400,Female,Full Time
S12000049,2004-Q4,95% Lower Confidence Limit,Percentage Of People Employed,29.2,Female,Part Time
S12000049,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,31.4,Female,Part Time
S12000049,2016-Q3,95% Upper Confidence Limit,Percentage Of People Employed,40.7,Female,Part Time
S12000028,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,54.9,Female,Full Time
S12000038,2008-Q1,95% Lower Confidence Limit,Percentage Of People Employed,34.1,Female,Part Time
S12000049,2012-Q3,95% Upper Confidence Limit,Percentage Of People Employed,47.3,Female,Part Time
S12000028,2005-Q1,Count,People,11700,Female,Part Time
S12000049,2007-Q3,Count,People,38800,Female,Part Time
S12000042,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,36.3,Female,Part Time
S12000049,2014-Q4,95% Lower Confidence Limit,Percentage Of People Employed,35.2,Female,Part Time
S12000049,2014-Q3,95% Upper Confidence Limit,Percentage Of People Employed,45,Female,Part Time
S12000028,2007-Q3,Count,People,15000,Female,Full Time
S12000028,2009-Q3,Count,People,13000,Female,Full Time
S12000038,2019-Q2,95% Upper Confidence Limit,Percentage Of People Employed,61.2,Female,Full Time
S12000028,2017-Q2,Count,People,14800,Female,Full Time
S12000049,2013-Q3,95% Upper Confidence Limit,Percentage Of People Employed,42.8,Female,Part Time
S12000042,2016-Q1,95% Upper Confidence Limit,Percentage Of People Employed,45.5,Female,Part Time
S12000028,2016-Q3,Ratio,Percentage Of People Employed,55.7,Female,Full Time
S12000049,2006-Q4,95% Lower Confidence Limit,Percentage Of People Employed,28.5,Female,Part Time
S12000028,2012-Q3,Count,People,10400,Female,Part Time
S12000049,2005-Q2,95% Lower Confidence Limit,Percentage Of People Employed,59.4,Female,Full Time
S12000049,2018-Q2,95% Upper Confidence Limit,Percentage Of People Employed,69.2,Female,Full Time
S12000038,2019-Q2,Ratio,Percentage Of People Employed,55.1,Female,Full Time
S12000028,2015-Q2,Count,People,12400,Female,Full Time
S12000028,2009-Q3,Count,People,11300,Female,Part Time
S12000028,2016-Q3,Count,People,14100,Female,Full Time
S12000038,2012-Q2,Ratio,Percentage Of People Employed,58,Female,Full Time
S12000028,2010-Q3,Count,People,12600,Female,Full Time
S12000049,2013-Q2,Ratio,Percentage Of People Employed,39.7,Female,Part Time
S12000038,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,53.1,Female,Full Time
S12000042,2011-Q3,95% Upper Confidence Limit,Percentage Of People Employed,57.7,Female,Full Time
S12000028,2012-Q2,Count,People,10500,Female,Part Time
S12000028,2015-Q2,95% Lower Confidence Limit,Percentage Of People Employed,45.2,Female,Full Time
S12000049,2018-Q2,Ratio,Percentage Of People Employed,63.6,Female,Full Time
S12000028,2012-Q3,Count,People,13900,Female,Full Time
S12000028,2006-Q3,Count,People,14200,Female,Full Time
S12000049,2016-Q4,95% Lower Confidence Limit,Percentage Of People Employed,57.3,Female,Full Time
S12000042,2019-Q2,Count,People,13800,Female,Part Time
S12000038,2009-Q4,Ratio,Percentage Of People Employed,55.3,Female,Full Time
S12000038,2014-Q1,95% Lower Confidence Limit,Percentage Of People Employed,53.9,Female,Full Time
S12000038,2015-Q1,95% Lower Confidence Limit,Percentage Of People Employed,51.5,Female,Full Time
S12000049,2017-Q1,95% Lower Confidence Limit,Percentage Of People Employed,30.6,Female,Part Time
S12000028,2009-Q3,95% Lower Confidence Limit,Percentage Of People Employed,48.7,Female,Full Time
S12000049,2008-Q2,95% Lower Confidence Limit,Percentage Of People Employed,61.2,Female,Full Time
S12000049,2017-Q3,95% Upper Confidence Limit,Percentage Of People Employed,41.1,Female,Part Time
S12000049,2005-Q4,95% Lower Confidence Limit,Percentage Of People Employed,30.3,Female,Part Time
S12000049,2007-Q4,95% Lower Confidence Limit,Percentage Of People Employed,27.4,Female,Part Time
S12000049,2018-Q2,95% Lower Confidence Limit,Percentage Of People Employed,57.9,Female,Full Time
S12000038,2009-Q2,Ratio,Percentage Of People Employed,42,Female,Part Time
S12000049,2009-Q2,95% Lower Confidence Limit,Percentage Of People Employed,63.8,Female,Full Time
S12000029,2011-Q4,Ratio,Percentage Of People Employed,35.8,Female,Part Time
S12000049,2005-Q4,Count,People,78800,Female,Full Time
S12000029,2009-Q3,Ratio,Percentage Of People Employed,39.3,Female,Part Time
S12000049,2004-Q4,Count,People,78000,Female,Full Time
S12000029,2016-Q2,Ratio,Percentage Of People Employed,38.8,Female,Part Time
S12000038,2018-Q4,95% Upper Confidence Limit,Percentage Of People Employed,58.9,Female,Full Time
S12000049,2015-Q4,Count,People,91400,Female,Full Time
S12000029,2006-Q3,Ratio,Percentage Of People Employed,36.9,Female,Part Time
S12000038,2016-Q1,95% Lower Confidence Limit,Percentage Of People Employed,36.5,Female,Part Time
S12000049,2012-Q4,Count,People,70100,Female,Full Time
S12000038,2006-Q1,Count,People,15700,Female,Part Time
S12000049,2005-Q2,Count,People,76600,Female,Full Time
S12000029,2012-Q4,Ratio,Percentage Of People Employed,42.1,Female,Part Time
S12000029,2013-Q4,Ratio,Percentage Of People Employed,47.3,Female,Part Time
S12000029,2014-Q4,Ratio,Percentage Of People Employed,42,Female,Part Time
S12000029,2008-Q4,Ratio,Percentage Of People Employed,39.4,Female,Part Time
S12000049,2007-Q4,95% Upper Confidence Limit,Percentage Of People Employed,72.3,Female,Full Time
S12000029,2014-Q2,Ratio,Percentage Of People Employed,44.6,Female,Part Time
